食堂,楼层,窗口,餐品,场景状态,形态偏好,口味感受,忌口,预算,备注,
一食堂,二楼,重庆鸡公煲,麻辣素丸子煲,不限制,煲类,麻辣,,13,,
一食堂,二楼,重庆鸡公煲,肉沫麻婆豆腐煲,不限制,煲类,麻辣,,13,,
一食堂,二楼,重庆鸡公煲,肉沫凉粉煲,不限制,煲类,微辣,,13,,
一食堂,二楼,重庆鸡公煲,肉沫粉丝煲,不限制,煲类,微辣,,13,,
一食堂,二楼,川行记,港式肥牛焗饭,不限制,焗饭,咸香,,13.9,,
一食堂,二楼,川行记,广式腊肠焗饭,不限制,焗饭,咸香,,13.9,,
一食堂,二楼,川行记,鸡肉芝士焗饭,不限制,焗饭,咸香,,12.9,,
一食堂,二楼,川行记,培根芝士焗饭,不限制,焗饭,咸香,,11.9,,
一食堂,二楼,川行记,照烧鸡排焗饭,不限制,焗饭,咸香,,13.9,,
一食堂,二楼,川行记,番茄鸡蛋盖饭,不限制,盖饭,酸甜,,10.9,,
一食堂,二楼,川行记,回锅肉盖饭,不限制,盖饭,咸香,,13.9,,
一食堂,二楼,川行记,爆炒指肚肠盖饭,不限制,盖饭,咸香,,13.9,,
一食堂,二楼,川行记,双椒鸡丁盖饭,不限制,盖饭,香辣,,13.9,,
一食堂,二楼,川行记,溜猪肝盖饭,不限制,盖饭,咸香,,12.9,,
一食堂,二楼,川行记,小炒黄牛肉盖饭,不限制,盖饭,香辣,,15.9,,
一食堂,二楼,川行记,烂肉豇豆盖饭,不限制,盖饭,咸香,,10.9,,
一食堂,二楼,川行记,川湘菌菇盖饭,不限制,盖饭,咸香,,12.9,,
一食堂,二楼,川行记,雪菜肉末盖饭,不限制,盖饭,咸香,,10.9,,
一食堂,二楼,小笼包,鲜肉小笼包（一屉）,快点吃,面点,咸鲜,,8,,
一食堂,二楼,小笼包,鲜肉小笼包（半屉）,快点吃,面点,咸鲜,,4,,
一食堂,二楼,小笼包,鲜肉蒸饺（一屉）,快点吃,面点,咸鲜,,8,,
一食堂,二楼,小笼包,鲜肉蒸饺（半屉）,快点吃,面点,咸鲜,,4,,
一食堂,二楼,小笼包,西葫芦鸡蛋包（一屉）,快点吃,面点,咸鲜,,7,,
一食堂,二楼,小笼包,西葫芦鸡蛋包（半屉）,快点吃,面点,咸鲜,,3.5,,
一食堂,二楼,小笼包,香菇油菜包（一屉）,快点吃,面点,咸鲜,,7,,
一食堂,二楼,小笼包,香菇油菜包（半屉）,快点吃,面点,咸鲜,,3.5,,
一食堂,二楼,小笼包,胡萝卜鸡蛋包（一屉）,快点吃,面点,咸鲜,,7,,
一食堂,二楼,小笼包,胡萝卜鸡蛋包（半屉）,快点吃,面点,咸鲜,,3.5,,
一食堂,二楼,小笼包,韭菜鸡蛋包（一屉）,快点吃,面点,咸鲜,,7,,
一食堂,二楼,小笼包,韭菜鸡蛋包（半屉）,快点吃,面点,咸鲜,,3.5,,
一食堂,二楼,小笼包,鲜肉煎饺（个）,快点吃,面点,香脆,,0.8,,
一食堂,二楼,小笼包,豆浆,快点吃,饮品,甜润,,2,,
一食堂,二楼,小笼包,虾米紫菜蛋花汤,快点吃,汤类,咸鲜,,2.5,,
一食堂,二楼,小笼包,南瓜粥,快点吃,粥类,甜润,,3,,
一食堂,二楼,小笼包,黑米杂粮粥,快点吃,粥类,甜润,,3,,
一食堂,二楼,小笼包,皮蛋瘦肉粥,快点吃,粥类,咸鲜,,3.5,,
一食堂,二楼,小笼包,豆腐脑,快点吃,小吃,咸鲜,,4,,
一食堂,二楼,小笼包,胡辣汤,快点吃,汤类,香辣,,4,,
一食堂,二楼,小笼包,油条,快点吃,面点,香脆,,1.5,,
一食堂,二楼,小笼包,糖油饼,快点吃,面点,甜脆,,3.5,,
一食堂,二楼,小笼包,韭菜鸡蛋馅饼,快点吃,面点,咸香,,2.5,,
一食堂,二楼,小笼包,茴香肉馅饼,快点吃,面点,咸香,,2.5,,
一食堂,二楼,小笼包,白菜肉馅饼,快点吃,面点,咸香,,2.5,,
一食堂,二楼,小笼包,油饼,快点吃,面点,香脆,,3,,
一食堂,二楼,小笼包,烧麦,快点吃,面点,咸香,,1.5,,
一食堂,二楼,小笼包,炸麻球,快点吃,面点,甜脆,,2.5,,
一食堂,二楼,小笼包,炸糕,快点吃,面点,甜脆,,2.5,,
一食堂,二楼,蓉和经典,湘西土匪鸭饭,不限制,盖饭,香辣,,14,,
一食堂,二楼,蓉和经典,香辣排骨饭,不限制,盖饭,香辣,,18,,
一食堂,二楼,蓉和经典,小炒菜花饭,不限制,盖饭,咸香,,10,,
一食堂,二楼,蓉和经典,山椒肉碎饭,不限制,盖饭,香辣,,14,,
一食堂,二楼,蓉和经典,黔江鸡杂饭,不限制,盖饭,酸辣,,14,,
一食堂,二楼,蓉和经典,白辣椒炒肉饭,不限制,盖饭,咸香,,14,,
一食堂,二楼,蓉和经典,泡椒豆腐饭,不限制,盖饭,酸辣,,12,,
一食堂,二楼,蓉和经典,小炒牛肉饭,不限制,盖饭,香辣,,18,,
一食堂,二楼,蓉和经典,辣椒炒肉饭,不限制,盖饭,香辣,,15,,
一食堂,二楼,无名缘米线,超值经典套餐 A（招牌肉沫米粉 + 黄金饼 + 卤蛋/煎蛋）,不限制,套餐,咸香,,17.9,,
一食堂,二楼,无名缘米线,超值经典套餐 B（柳州螺蛳粉 + 煎蛋 + 卤货 5 选 1）,不限制,套餐,酸辣,,17.9,,
一食堂,二楼,无名缘米线,招牌肉沫米粉,不限制,粉类,咸香,,14,,
一食堂,二楼,无名缘米线,重庆肉沫酸辣粉,不限制,粉类,酸辣,,14,,
一食堂,二楼,无名缘米线,特色肥肠米粉,不限制,粉类,香辣,,16,,
一食堂,二楼,无名缘米线,眉山脆笋米粉,不限制,粉类,香辣,,14,,
一食堂,二楼,无名缘米线,酱香牛肉米粉,不限制,粉类,酱香,,16,,
一食堂,二楼,无名缘米线,原味骨汤米粉,不限制,粉类,咸鲜,,11,,
一食堂,二楼,无名缘米线,酸豆角米粉,不限制,粉类,酸辣,,13,,
一食堂,二楼,无名缘米线,鱼豆腐米粉,不限制,粉类,咸鲜,,13,,
一食堂,二楼,无名缘米线,金针菇米粉,不限制,粉类,咸鲜,,13,,
一食堂,二楼,无名缘米线,酸辣粉,不限制,粉类,酸辣,,11,,
一食堂,二楼,无名缘米线,老坛酸菜米粉,不限制,粉类,酸辣,,13,,
一食堂,二楼,无名缘米线,番茄牛腩米粉,不限制,粉类,酸甜,,16,,
一食堂,二楼,无名缘米线,番茄米粉,不限制,粉类,酸甜,,11,,
一食堂,二楼,无名缘米线,番茄煎蛋米粉,不限制,粉类,酸甜,,13,,
一食堂,二楼,无名缘米线,柳州螺蛳粉,不限制,粉类,酸辣,,14,,
一食堂,二楼,无名缘米线,脆笋螺蛳粉,不限制,粉类,酸辣,,14,,
一食堂,二楼,无名缘米线,肥肠螺蛳粉,不限制,粉类,酸辣,,16,,
一食堂,二楼,无名缘米线,煎蛋,不限制,小吃,咸香,,2,,
一食堂,二楼,无名缘米线,黄金饼,不限制,小吃,咸香,,3,,
一食堂,二楼,无名缘米线,狮子头,不限制,小吃,咸香,,3,,
一食堂,二楼,无名缘米线,鱼豆腐 / 鱼丸,不限制,小吃,咸鲜,,3,,
一食堂,二楼,无名缘米线,脆笋,不限制,小吃,酸辣,,4,,
一食堂,二楼,无名缘米线,酸菜肉丝,不限制,小吃,酸辣,,2,,
一食堂,二楼,无名缘米线,卤蛋,不限制,小吃,卤香,,2,,
一食堂,二楼,无名缘米线,卤肠,不限制,小吃,咸鲜,,2,,
一食堂,二楼,无名缘米线,青菜,不限制,小吃,清淡,,2,,
一食堂,二楼,手工虾滑,鸡肉虾滑,不限制,煲类,多样,,13,,
一食堂,二楼,手工虾滑,玉米鸡肉滑,不限制,煲类,多样,,13,,
一食堂,二楼,手工虾滑,香菇鸡肉滑,不限制,煲类,多样,,13,,
一食堂,二楼,手工虾滑,牛肉滑,不限制,煲类,多样,,16,,
一食堂,二楼,手工虾滑,龙利鱼滑,不限制,煲类,多样,,16,,
一食堂,二楼,手工虾滑,青菜锅,不限制,煲类,多样,,10,,
一食堂,二楼,手工虾滑,猪肉滑,不限制,煲类,多样,,14,,
一食堂,二楼,手工虾滑,玉米猪肉滑,不限制,煲类,多样,,14,,
一食堂,二楼,手工虾滑,香菇猪肉滑,不限制,煲类,多样,,14,,
一食堂,二楼,手工虾滑,虾肉滑,不限制,煲类,多样,,25,,
一食堂,二楼,手工虾滑,双拼滑,不限制,煲类,多样,,18,,
一食堂,二楼,手工虾滑,粉条锅,不限制,煲类,多样,,10,,
一食堂,二楼,手工虾滑,青菜,不限制,加菜,清鲜,,2,,
一食堂,二楼,手工虾滑,豆皮,不限制,加菜,清鲜,,2,,
一食堂,二楼,手工虾滑,粉条,不限制,加菜,咸鲜,,2,,
一食堂,二楼,手工虾滑,煎蛋,不限制,加菜,咸香,,2,,
一食堂,二楼,手工虾滑,金针菇,不限制,加菜,清鲜,,2,,
一食堂,二楼,手工虾滑,方便面,不限制,加菜,多样,,2,,
一食堂,二楼,手工虾滑,鸡肉滑（4 个）,不限制,加滑,咸鲜,,5,,
一食堂,二楼,手工虾滑,猪肉滑（4 个）,不限制,加滑,咸鲜,,6,,
一食堂,二楼,手工虾滑,牛肉滑（4 个）,不限制,加滑,咸鲜,,7,,
一食堂,二楼,手工虾滑,龙利鱼（4 个）,不限制,加滑,咸鲜,,7,,
一食堂,二楼,手工虾滑,虾肉滑（4 个）,不限制,加滑,咸鲜,,11,,
一食堂,二楼,手工虾滑,肥牛（份）,不限制,加滑,咸鲜,,10,,
一食堂,二楼,铁板饭,火腿铁板饭 \ 意面,不限制,铁板类,多样,,13,,
一食堂,二楼,铁板饭,招牌鸡肉铁板饭 \ 意面,不限制,铁板类,多样,,15,,
一食堂,二楼,铁板饭,招牌鸡排铁板饭 \ 意面,不限制,铁板类,多样,,15,,
一食堂,二楼,铁板饭,培根芝士饭,不限制,铁板类,咸香,,16,,
一食堂,二楼,铁板饭,泡菜火腿芝士饭,不限制,铁板类,酸辣咸香,,16,,
一食堂,二楼,铁板饭,五花肉辣白菜铁板饭,不限制,铁板类,香辣,,16,,
一食堂,二楼,铁板饭,肥牛铁板饭 \ 意面,不限制,铁板类,咸香,,18,,
一食堂,二楼,铁板饭,黑椒牛排意面,不限制,铁板类,黑椒味,,22,,
一食堂,二楼,铁板饭,火腿滑蛋饭,不限制,滑蛋饭,咸香,,14,,
一食堂,二楼,铁板饭,咖喱鸡排蛋包饭,不限制,蛋包饭,咖喱味,,15,,
一食堂,二楼,铁板饭,咖喱奶酪可乐饼,不限制,套饭,咖喱味,,15,,
一食堂,二楼,铁板饭,招牌鸡丁滑蛋饭,不限制,滑蛋饭,咸香,,15,,
一食堂,二楼,铁板饭,招牌烤肉滑蛋饭,不限制,滑蛋饭,咸香,,15,,
一食堂,二楼,铁板饭,蜜汁腊肠滑蛋饭,不限制,滑蛋饭,蜜汁味,,16,,
一食堂,二楼,铁板饭,肥牛滑蛋饭,不限制,滑蛋饭,咸香,,18,,
一食堂,二楼,铁板饭,咖喱土豆 + 淀粉肠,不限制,盖饭,咖喱味,,13,,
一食堂,二楼,铁板饭,咖喱鱼丸,不限制,盖饭,咖喱味,,13,,
一食堂,二楼,铁板饭,咖喱鸡排,不限制,盖饭,咖喱味,,15,,
一食堂,二楼,铁板饭,咖喱鸡肉,不限制,盖饭,咖喱味,,15,,
一食堂,二楼,铁板饭,咖喱盐酥鸡,不限制,盖饭,咖喱味,,15,,
一食堂,二楼,铁板饭,咖喱鳕鱼排,不限制,盖饭,咖喱味,,15,,
一食堂,二楼,铁板饭,咖喱爆浆鸡排,不限制,盖饭,咖喱味,,16,,
一食堂,二楼,铁板饭,咖喱肥牛,不限制,盖饭,咖喱味,,18,,
一食堂,二楼,烤鸭猪脚牛肉,招牌烤鸭饭,不限制,盖饭,卤香,,15,,
一食堂,二楼,烤鸭猪脚牛肉,猪脚饭,不限制,盖饭,卤香,,18,,
一食堂,二楼,烤鸭猪脚牛肉,卤肉饭,不限制,盖饭,卤香,,16,,
一食堂,二楼,烤鸭猪脚牛肉,招牌牛肉饭,不限制,盖饭,咸香,,20,,
一食堂,二楼,烤鸭猪脚牛肉,肉末茄子饭,不限制,盖饭,咸香,,12,,
一食堂,二楼,烤鸭猪脚牛肉,炸面筋串,不限制,小吃,咸香,,3,,
一食堂,二楼,烤鸭猪脚牛肉,炸淀粉肠,不限制,小吃,咸香,,3,,
一食堂,二楼,烤鸭猪脚牛肉,煎蛋,不限制,小吃,咸香,,2,,
一食堂,二楼,烤鸭猪脚牛肉,锡纸炒鸡,不限制,套饭,咸香,,14,,
一食堂,二楼,烤鸭猪脚牛肉,锡纸豆腐,不限制,套饭,咸香,,13,,
一食堂,二楼,烤鸭猪脚牛肉,锡纸烤鸭,不限制,套饭,卤香,,15,,
一食堂,二楼,烤鸭猪脚牛肉,锡纸小酥肉,不限制,套饭,咸香,,15,,
一食堂,二楼,烤鸭猪脚牛肉,锡纸牛肉,不限制,套饭,咸香,,20,,
一食堂,二楼,炸鸡汉堡,麦香鸡肉堡,快点吃,汉堡,咸香,,7,,
一食堂,二楼,炸鸡汉堡,原味鸡腿堡,快点吃,汉堡,咸香,,9,,
一食堂,二楼,炸鸡汉堡,老北京鸡肉卷,快点吃,卷类,咸香,,9,,
一食堂,二楼,炸鸡汉堡,香辣鸡腿堡,快点吃,汉堡,香辣,,9,,
一食堂,二楼,炸鸡汉堡,藤椒鸡腿堡,快点吃,汉堡,藤椒味,,9,,
一食堂,二楼,炸鸡汉堡,至尊鲜虾堡,快点吃,汉堡,咸鲜,,12,,
一食堂,二楼,炸鸡汉堡,蟹黄堡,快点吃,汉堡,咸鲜,,14,,
一食堂,二楼,炸鸡汉堡,香辣鸡肉卷,快点吃,卷类,香辣,,9,,
一食堂,二楼,炸鸡汉堡,藤椒翅尖,快点吃,小吃,藤椒味,,8,,
一食堂,二楼,炸鸡汉堡,黑金鸡块,快点吃,小吃,咸香,,7,,
一食堂,二楼,炸鸡汉堡,原味鸡块,快点吃,小吃,咸香,,7,,
一食堂,二楼,炸鸡汉堡,火焰鸡全腿,快点吃,小吃,咸香,,12,,
一食堂,二楼,炸鸡汉堡,鱿鱼圈,快点吃,小吃,咸鲜,,9,,
一食堂,二楼,炸鸡汉堡,薯条,快点吃,小吃,咸香,,5,,
一食堂,二楼,炸鸡汉堡,原味鸡米花,快点吃,小吃,咸香,,8,,
一食堂,二楼,炸鸡汉堡,玉米布丁,快点吃,小吃,甜润,,7,,
一食堂,二楼,炸鸡汉堡,韩式炸鸡,快点吃,小吃,甜辣,,12,,
一食堂,二楼,炸鸡汉堡,青花椒销魂半鸡,快点吃,小吃,青花椒味,,16,,
一食堂,二楼,炸鸡汉堡,藤椒琵琶腿,快点吃,小吃,藤椒味,,7,,
一食堂,二楼,炸鸡汉堡,裹粉大鸡排,快点吃,小吃,咸香,,12,,
一食堂,二楼,炸鸡汉堡,黄金对翅,快点吃,小吃,咸香,,8,,
一食堂,二楼,炸鸡汉堡,蛋挞,快点吃,小吃,甜润,,5,,
一食堂,二楼,炸鸡汉堡,炸全鸡,快点吃,小吃,咸香,,24,,
一食堂,二楼,炸鸡汉堡,可乐,快点吃,饮品,甜润,,4,,
一食堂,二楼,炸鸡汉堡,超值单人餐A（鸡腿堡、薯条、可乐）,快点吃,套餐,咸香,,16,,
一食堂,二楼,炸鸡汉堡,超值单人餐B（鸡肉卷、薯条、可乐）,快点吃,套餐,咸香,,16,,
一食堂,二楼,炸鸡汉堡,超值单人餐C（鸡腿堡、黄金对翅、可乐）,快点吃,套餐,咸香,,18,,
一食堂,二楼,炸鸡汉堡,超值单人餐D（鸡腿堡、火焰烤全腿、可乐）,快点吃,套餐,咸香,,21,,
一食堂,二楼,炸鸡汉堡,超值套餐A（鸡肉堡、麦香鸡肉堡）,快点吃,套餐,咸香,,14,,
一食堂,二楼,炸鸡汉堡,超值套餐B（鸡肉卷、薯条、可乐）,快点吃,套餐,咸香,,15,,
一食堂,二楼,炸鸡汉堡,超值套餐C（蟹黄堡、黑金鸡块、可乐）,快点吃,套餐,咸香,,18,,
一食堂,二楼,炸鸡汉堡,超值套餐D（鲜虾堡、黄金对翅、可乐）,快点吃,套餐,咸香,,18,,
一食堂,二楼,小食堂,重庆小面,不限制,面食,麻辣,,10,,
一食堂,二楼,小食堂,老麻抄手,不限制,小吃,麻辣,,16,,
一食堂,二楼,小食堂,清汤抄手,不限制,小吃,咸鲜,,16,,
一食堂,二楼,小食堂,狼牙土豆,不限制,小吃,香辣,,6,,
一食堂,二楼,小食堂,网红酥肉,不限制,小吃,咸香,,12,,
一食堂,二楼,小食堂,虎皮鸡爪,不限制,小吃,卤香,,7,,
一食堂,二楼,小食堂,红糖糍粑,不限制,小吃,甜润,,8,,
一食堂,二楼,小食堂,香辣豆干,不限制,小吃,香辣,,6,,
一食堂,二楼,小食堂,卤鸡腿,不限制,小吃,卤香,,7,,
一食堂,二楼,小食堂,红糖醪糟汤圆,不限制,小吃,甜润,,8,,
一食堂,二楼,小食堂,霸道牛肉面,不限制,面食,麻辣,,18,,
一食堂,二楼,小食堂,清汤牛肉面,不限制,面食,咸香,,18,,
一食堂,二楼,小食堂,香糯豌杂面,不限制,面食,咸香,,15,,
一食堂,二楼,小食堂,红烧肥肠面,不限制,面食,咸香,,18,,
一食堂,二楼,小食堂,清汤肥肠面,不限制,面食,咸香,,18,,
一食堂,二楼,小食堂,干溜豌杂面,不限制,面食,咸香,,15,,
一食堂,二楼,小食堂,呆萌豌豆面,不限制,面食,咸香,,12,,
一食堂,二楼,小食堂,三鲜面,不限制,面食,咸香,,15,,
一食堂,二楼,小食堂,泡椒牛蛙面,不限制,面食,酸辣,,18,,
一食堂,二楼,小食堂,霸道牛肉米线,不限制,米线,咸香,,18,,
一食堂,二楼,小食堂,清汤牛肉米线,不限制,米线,咸香,,18,,
一食堂,二楼,小食堂,红烧肥肠米线,不限制,米线,咸香,,18,,
一食堂,二楼,小食堂,清汤肥肠米线,不限制,米线,咸香,,18,,
一食堂,二楼,小食堂,干溜豌杂米线,不限制,米线,咸香,,15,,
一食堂,二楼,小食堂,呆萌豌豆米线,不限制,米线,咸香,,12,,
一食堂,二楼,小食堂,三鲜米线,不限制,米线,咸香,,15,,
一食堂,二楼,小食堂,泡椒牛蛙米线,不限制,米线,酸辣,,18,,
一食堂,三楼,辣椒炒肉,小炒千叶豆腐,不限制,套饭,咸香,,12,,
一食堂,三楼,辣椒炒肉,黑椒嫩肉片,不限制,套饭,黑椒味,,14,,
一食堂,三楼,辣椒炒肉,擂椒茄子皮蛋,不限制,套饭,香辣,,13,,
一食堂,三楼,辣椒炒肉,爆炒小公鸡,不限制,套饭,香辣,,15,,
一食堂,三楼,辣椒炒肉,外婆菜炒鸡蛋,不限制,套饭,咸香,,13,,
一食堂,三楼,辣椒炒肉,双椒鸡片,不限制,套饭,香辣,,14,,
一食堂,三楼,辣椒炒肉,农家烟笋炒肉,不限制,套饭,咸香,,15,,
一食堂,三楼,辣椒炒肉,川湘回锅肉,不限制,套饭,咸香,,16,,
一食堂,三楼,辣椒炒肉,鸡杂酸豆角,不限制,套饭,酸辣,,14,,
一食堂,三楼,辣椒炒肉,农家一碗香,不限制,套饭,咸香,,14,,
一食堂,三楼,辣椒炒肉,擂椒小炒肉,不限制,套饭,香辣,,16,,
一食堂,三楼,老武汉黑鸭煲,黑鸭煲,不限制,煲类,卤香,,15,,
一食堂,三楼,老武汉黑鸭煲,鸡腿煲,不限制,煲类,咸香,,15,,
一食堂,三楼,老武汉黑鸭煲,烧肉煲,不限制,煲类,咸香,,17,,
一食堂,三楼,老武汉黑鸭煲,烧肉黑鸭煲,不限制,煲类,卤香咸香,,16,,
一食堂,三楼,老武汉黑鸭煲,鸡翅黑鸭煲,不限制,煲类,卤香,,15,,
一食堂,三楼,老武汉黑鸭煲,啫啫鸡腿煲,不限制,煲类,咸香,,15,,
一食堂,三楼,老武汉黑鸭煲,油焖土豆煲,不限制,煲类,咸香,,11,,
一食堂,三楼,老武汉黑鸭煲,云南油焖鸡煲,不限制,煲类,咸香,,13,,
一食堂,三楼,粗粮捞面,玉米捞面,不限制,面食（干汁）,咸香,,13,,
一食堂,三楼,粗粮捞面,白牛筋捞面,不限制,面食（干汁）,咸香,,14,,
一食堂,三楼,粗粮捞面,黄牛筋捞面,不限制,面食（干汁）,咸香,,14,,
一食堂,三楼,粗粮捞面,荞麦捞面,不限制,面食（干汁）,咸香,,15,,
一食堂,三楼,粗粮捞面,状捞面,不限制,面食（干汁）,咸香,,15,,
一食堂,三楼,粗粮捞面,肥牛捞面,不限制,面食（干汁）,咸香,,17,,
一食堂,三楼,粗粮捞面,蔬菜清汤面,不限制,面食（带汤）,咸鲜,,9,,
一食堂,三楼,粗粮捞面,肉丝玉米面,不限制,面食（带汤）,咸香,,13,,
一食堂,三楼,粗粮捞面,肉丝白牛筋面,不限制,面食（带汤）,咸香,,14,,
一食堂,三楼,粗粮捞面,肉丝黄牛筋面,不限制,面食（带汤）,咸香,,14,,
一食堂,三楼,粗粮捞面,肉丝荞麦面,不限制,面食（带汤）,咸香,,15,,
一食堂,三楼,粗粮捞面,肉丝炸蛋面,不限制,面食（带汤）,咸香,,16,,
一食堂,三楼,粗粮捞面,肉丝玉米拌面,不限制,面食（干拌）,咸香,,13,,
一食堂,三楼,粗粮捞面,肉丝圆牛筋拌面,不限制,面食（干拌）,咸香,,14,,
一食堂,三楼,粗粮捞面,肉丝荞麦拌面,不限制,面食（干拌）,咸香,,15,,
一食堂,三楼,粗粮捞面,肉丝麻汁拌面,不限制,面食（干拌）,咸香,,15,,
一食堂,三楼,粗粮捞面,网红炸蛋,不限制,小吃,香脆,,3,,
一食堂,三楼,粗粮捞面,烤肠,不限制,小吃,咸香,,2,,
一食堂,三楼,粗粮捞面,卤蛋,不限制,小吃,卤香,,2,,
一食堂,三楼,粗粮捞面,鸡柳,不限制,小吃,咸香,,2,,
一食堂,三楼,粗粮捞面,肉丝,不限制,小吃,咸香,,4,,
一食堂,三楼,粗粮捞面,鱼籽烧,不限制,小吃,咸鲜,,3,,
一食堂,三楼,粤桂美食,烧汁土豆饭,不限制,盖饭,咸香,,13,,
一食堂,三楼,粤桂美食,火腿鸡蛋饭,不限制,盖饭,咸香,,13,,
一食堂,三楼,粤桂美食,姜葱白切鸡饭,不限制,盖饭,咸鲜,,15,,
一食堂,三楼,粤桂美食,麻辣口水鸡饭,不限制,盖饭,麻辣,,16,,
一食堂,三楼,粤桂美食,奥尔良鸡腿饭,不限制,盖饭,奥尔良味,,16,,
一食堂,三楼,粤桂美食,秘制鸡腿饭,不限制,盖饭,咸香,,16,,
一食堂,三楼,粤桂美食,煎鸡蛋,不限制,小吃,咸香,,2,,
一食堂,三楼,粤桂美食,腊肠,不限制,小吃,咸香,,4,,
一食堂,三楼,粤桂美食,肉肠,不限制,小吃,咸香,,4,,
一食堂,三楼,粤桂美食,香辣烤鸭腿饭,不限制,盖饭,香辣,,15,,
一食堂,三楼,粤桂美食,招牌烧鸭饭,不限制,盖饭,卤香,,16,,
一食堂,三楼,粤桂美食,脆皮鸭腿饭,不限制,盖饭,咸香,,16,,
一食堂,三楼,粤桂美食,香煎鸡排饭,不限制,盖饭,咸香,,16,,
一食堂,三楼,粤桂美食,迷你手撕鸡饭,不限制,盖饭,咸香,,16,,
一食堂,三楼,粤桂美食,烧汁土豆肥牛饭,不限制,盖饭,咸香,,17,,
一食堂,三楼,粤桂美食,秘制叉烧饭,不限制,盖饭,叉烧味,,18,,
一食堂,三楼,粤桂美食,隆江猪脚饭,不限制,盖饭,卤香,,20,,
一食堂,三楼,粤桂美食,网红脆皮五花肉饭,不限制,盖饭,咸香,,20,,
一食堂,三楼,粤桂美食,任选双拼饭,不限制,盖饭,多样,,20,,
一食堂,三楼,生烫牛肉米线,生烫吊龙米线,不限制,汤粉类,咸鲜,,17,,
一食堂,三楼,生烫牛肉米线,生烫肥牛米线,不限制,汤粉类,咸鲜,,18,,
一食堂,三楼,生烫牛肉米线,红烧牛杂米线,不限制,汤粉类,酱香,,16,,
一食堂,三楼,生烫牛肉米线,贵州木姜子酸汤吊龙米线,不限制,汤粉类,酸辣,,17,,
一食堂,三楼,生烫牛肉米线,百香果生烫吊龙米线,不限制,汤粉类,酸甜,,17,,
一食堂,三楼,生烫牛肉米线,泰式冬阴功海鲜米线,不限制,汤粉类,酸辣,,17,,
一食堂,三楼,生烫牛肉米线,糟粕醋海鲜米线,不限制,汤粉类,酸辣,,17,,
一食堂,三楼,生烫牛肉米线,云南炸酱米线,不限制,汤粉类,咸香,,14,,
一食堂,三楼,生烫牛肉米线,云南酸菜米线,不限制,汤粉类,酸辣,,13,,
一食堂,三楼,生烫牛肉米线,泡椒生烫吊龙米线,不限制,汤粉类,酸辣,,18,,
一食堂,三楼,生烫牛肉米线,牛肉丸米线,不限制,汤粉类,咸鲜,,15,,
一食堂,三楼,生烫牛肉米线,生烫双拼（吊龙 + 牛肉丸）,不限制,汤粉类,咸鲜,,22,,
一食堂,三楼,生烫牛肉米线,生烫双拼（吊龙 + 牛杂）,不限制,汤粉类,咸鲜,,23,,
一食堂,三楼,生烫牛肉米线,吊龙,不限制,加菜,咸鲜,,6.5,,
一食堂,三楼,生烫牛肉米线,龙虾丸,不限制,加菜,咸鲜,,5,,
一食堂,三楼,生烫牛肉米线,豌豆尖,不限制,加菜,清鲜,,2,,
一食堂,三楼,生烫牛肉米线,肥牛,不限制,加菜,咸鲜,,6.5,,
一食堂,三楼,生烫牛肉米线,肉炸酱,不限制,加菜,咸香,,4,,
一食堂,三楼,生烫牛肉米线,卤蛋,不限制,加菜,卤香,,2,,
一食堂,三楼,生烫牛肉米线,牛杂,不限制,加菜,卤香,,8,,
一食堂,三楼,生烫牛肉米线,牛肉丸,不限制,加菜,咸鲜,,5,,
一食堂,三楼,生烫牛肉米线,卤香肠,不限制,加菜,卤香,,3,,
一食堂,三楼,生烫牛肉米线,卤豆干,不限制,加菜,卤香,,2,,
一食堂,三楼,生烫牛肉米线,炸蛋,不限制,加菜,香脆,,2,,
一食堂,三楼,烤盘饭,土豆片烤饭,不限制,烤盘饭,多样,,9,,
一食堂,三楼,烤盘饭,烤排杏鲍菇,不限制,烤盘饭,多样,,12,,
一食堂,三楼,烤盘饭,半翅土豆片,不限制,烤盘饭,多样,,12,,
一食堂,三楼,烤盘饭,五花肉酸菜,不限制,烤盘饭,多样,,12,,
一食堂,三楼,烤盘饭,鸡柳土豆片,不限制,烤盘饭,多样,,12,,
一食堂,三楼,烤盘饭,梅花肉土豆片,不限制,烤盘饭,多样,,12,,
一食堂,三楼,鸡柳大人,香酥鸡柳（中份）,快点吃,小吃,咸香,,18,,
一食堂,三楼,鸡柳大人,香酥鸡柳（大份）,快点吃,小吃,咸香,,23,,
一食堂,三楼,鸡柳大人,香酥鸡柳（特大份）,快点吃,小吃,咸香,,28,,
一食堂,三楼,鸡柳大人,吮指薯条（中份）,快点吃,小吃,咸香,,12,,
一食堂,三楼,鸡柳大人,吮指薯条（大份）,快点吃,小吃,咸香,,15,,
一食堂,三楼,鸡柳大人,空气年糕（中份）,快点吃,小吃,甜脆,,12,,
一食堂,三楼,鸡柳大人,空气年糕（大份）,快点吃,小吃,甜脆,,15,,
一食堂,三楼,鸡柳大人,鸡柳年糕（中份）,快点吃,小吃,咸香,,13,,
一食堂,三楼,鸡柳大人,鸡柳年糕（大份）,快点吃,小吃,咸香,,16,,
一食堂,三楼,鸡柳大人,鸡柳年糕（特大份）,快点吃,小吃,咸香,,20,,
一食堂,三楼,鸡柳大人,鸡柳薯条（中份）,快点吃,小吃,咸香,,13,,
